700 475
105 165 225
103 165 222
106 167 221
107 168 223
105 166 221
106 168 227
106 167 222
110 169 225
109 169 221
108 169 226
111 168 223
111 170 226
113 170 225
116 171 227
114 171 224
115 172 227
114 174 226
119 171 228
116 171 225
115 172 227
112 172 224
117 172 228
121 174 228
119 175 226
114 176 225
115 175 227
121 174 228
124 174 227
121 174 224
119 175 226
123 174 227
124 177 229
119 175 222
122 178 229
123 176 226
126 178 228
121 179 229
123 176 226
122 178 225
126 176 225
131 179 227
128 180 228
127 179 226
128 180 227
128 180 227
127 177 226
133 180 226
127 181 228
132 180 228
127 181 225
129 181 228
132 183 226
140 183 228
135 182 228
130 183 227
130 183 227
132 183 226
136 183 227
134 185 228
136 185 226
138 185 229
132 185 225
137 184 226
139 186 228
137 186 227
139 187 227
143 186 228
142 185 227
141 186 228
141 186 228
142 187 229
142 187 228
142 187 228
143 188 227
144 189 230
143 188 227
141 189 227
147 189 227
143 189 225
145 189 228
145 191 225
147 191 228
146 190 225
149 189 225
148 191 225
148 191 226
145 191 227
148 191 225
148 191 226
148 191 223
148 195 225
149 192 224
150 193 225
153 194 226
152 191 222
156 192 224
157 192 222
154 190 222
156 191 221
157 192 222
157 192 220
154 191 218
158 192 220
158 192 220
156 193 220
156 191 219
158 192 219
160 191 219
159 193 220
160 191 219
161 192 220
161 193 218
159 193 218
163 193 219
161 193 218
159 191 216
159 191 216
158 193 215
161 191 215
160 192 215
163 191 215
160 192 215
164 192 214
162 193 213
164 192 213
167 192 214
166 191 213
167 192 214
166 190 214
167 191 215
166 190 214
166 191 213
165 190 212
167 192 214
162 187 207
171 195 221
153 167 170
118 120 19
122 122 8
123 127 42
121 126 34
120 123 36
132 133 40
135 134 44
120 121 17
128 129 35
126 131 37
118 115 18
128 123 29
125 129 32
112 111 29
126 121 27
129 120 17
122 117 23
119 113 19
138 136 25
108 115 12
105 105 17
119 115 28
126 119 29
116 113 20
132 124 43
135 120 39
124 108 33
102 102 6
113 112 20
124 119 25
127 118 25
121 108 29
133 115 51
138 122 60
129 112 42
137 116 53
134 119 50
133 113 42
171 131 70
161 126 62
94 91 0
107 98 29
116 107 28
116 118 34
115 113 26
121 113 32
119 112 32
111 109 34
119 113 39
113 109 22
113 113 15
126 125 33
123 118 34
141 126 43
160 138 55
146 134 48
135 125 36
127 123 36
145 134 45
139 130 39
112 114 15
122 115 25
127 119 36
115 115 27
132 126 30
130 124 26
130 123 42
139 131 50
138 127 38
126 120 26
150 136 48
0 89 159
1 88 159
0 87 159
1 88 159
0 88 160
0 89 159
1 89 161
1 89 161
0 91 161
0 90 161
1 90 160
0 91 162
0 89 162
0 89 165
0 91 161
0 91 162
0 91 162
0 91 164
0 91 166
1 92 165
0 91 168
0 92 165
0 93 163
1 94 163
1 93 166
1 93 166
0 94 166
1 95 167
1 95 165
1 95 167
1 95 167
1 95 167
1 95 169
0 96 167
1 95 169
0 97 168
2 96 168
0 97 170
0 96 170
1 97 173
0 96 172
0 97 172
1 97 171
0 98 173
1 97 171
0 98 170
1 99 170
0 98 171
0 100 170
1 99 172
0 101 173
0 99 174
0 99 175
0 101 173
1 98 175
0 102 174
2 103 175
1 103 175
0 102 174
0 103 176
1 103 177
0 102 176
2 103 175
1 103 175
0 104 177
0 104 177
2 104 178
2 104 178
3 105 179
0 104 177
3 105 179
2 106 179
0 107 179
4 106 180
5 106 178
0 106 179
4 106 178
7 109 183
5 107 182
3 106 183
2 109 181
0 109 183
0 106 184
4 107 184
0 110 182
0 110 182
1 109 182
0 110 182
9 111 183
8 110 185
8 111 188
16 110 180
19 113 185
3 114 185
1 112 184
11 113 187
9 112 187
18 112 186
24 112 186
1 114 184
6 112 186
12 114 189
11 113 187
9 116 188
13 115 190
22 115 192
15 111 187
11 115 188
15 115 190
15 117 189
8 114 192
7 118 190
19 117 192
24 118 188
24 119 187
27 117 193
21 117 191
24 114 192
31 119 193
30 117 194
17 120 189
22 120 191
24 121 192
32 120 194
23 121 194
28 121 198
25 122 193
28 121 198
33 120 197
35 121 194
38 125 196
30 125 193
27 123 199
23 124 196
26 122 196
34 121 198
28 124 198
35 123 197
32 123 196
35 128 198
36 127 198
32 126 198
38 126 200
40 126 201
25 126 196
39 126 205
40 126 199
35 129 199
36 129 199
38 129 200
42 129 196
38 129 199
46 128 202
40 128 202
51 131 202
37 130 199
45 132 203
50 130 201
49 133 206
47 131 201
51 131 204
51 131 202
53 133 204
55 132 202
43 131 203
48 132 205
58 137 206
60 129 204
56 132 207
50 135 202
60 137 205
51 134 202
48 135 206
58 137 206
53 136 206
58 137 204
62 137 204
59 136 204
57 137 208
56 136 207
58 139 205
52 139 208
55 139 211
60 139 208
66 140 211
68 141 210
63 142 209
65 140 207
60 140 209
62 139 211
63 142 209
55 142 209
61 139 211
63 140 210
62 141 208
63 144 209
61 144 212
66 145 212
68 142 213
64 143 210
70 143 211
69 144 212
68 145 213
69 144 212
72 145 214
67 145 211
68 146 212
70 148 214
69 148 215
75 145 215
76 146 215
66 146 215
69 149 212
77 147 217
75 149 214
69 148 214
76 146 215
81 150 217
85 149 213
75 150 215
73 148 216
80 151 217
79 152 220
78 152 217
82 151 216
83 152 217
83 151 216
83 153 215
85 153 216
87 157 217
83 157 218
85 155 217
85 155 217
89 154 218
89 154 218
87 157 219
87 157 219
90 155 219
88 156 217
94 158 220
96 157 220
93 157 219
93 159 219
98 158 220
96 158 219
93 162 221
92 161 220
92 161 220
94 160 220
91 160 219
94 163 222
98 160 221
101 161 223
97 159 220
98 163 221
99 164 222
101 162 225
101 163 222
103 162 220
99 164 222
96 165 222
101 163 224
105 163 226
104 163 221
109 163 225
105 164 222
108 164 223
108 167 227
107 168 222
107 165 228
106 167 221
105 167 226
109 168 226
105 167 224
107 166 224
107 170 224
107 168 223
108 171 225
108 171 224
110 170 224
111 171 225
113 170 225
112 172 224
116 171 227
112 174 225
118 170 227
116 173 226
112 174 225
118 171 225
120 172 229
119 172 224
116 176 230
118 174 223
123 176 230
124 176 226
119 176 229
118 176 226
124 173 229
120 176 225
120 178 226
122 175 225
124 177 227
124 178 225
125 177 227
125 178 228
124 177 227
124 177 227
129 180 227
129 179 228
126 180 226
129 181 229
128 181 225
130 181 226
130 181 228
132 183 230
127 179 226
136 183 229
128 182 226
136 184 232
135 184 225
135 183 229
132 183 228
133 184 229
136 184 230
135 184 227
134 185 228
137 186 229
136 183 225
138 185 227
140 185 227
138 185 231
139 187 227
141 185 230
139 187 227
137 186 227
139 186 228
141 186 227
142 187 229
140 188 228
140 188 228
143 188 227
144 189 228
142 190 228
142 190 228
145 189 226
146 190 227
146 190 225
146 188 226
146 190 225
148 190 228
148 191 226
146 190 225
144 190 224
144 190 224
149 192 226
149 189 224
148 193 226
146 191 220
149 192 226
152 193 225
152 193 225
153 192 223
157 192 224
154 191 220
158 193 225
155 192 221
157 192 222
158 193 221
156 193 222
157 192 222
157 192 222
157 191 219
157 192 220
159 193 221
157 193 219
157 191 218
157 193 219
161 191 219
157 193 217
156 192 216
161 193 218
160 192 217
157 193 215
159 191 214
163 190 217
160 192 215
162 192 216
158 192 217
164 190 217
163 191 213
164 190 213
161 191 215
166 193 214
166 193 214
164 190 215
166 193 214
165 191 216
165 192 213
164 190 213
165 192 213
165 190 210
162 188 211
171 198 217
149 164 161
120 117 4
120 121 19
118 123 39
103 111 10
118 116 31
126 126 30
113 117 6
124 125 31
124 123 17
129 127 27
124 124 28
123 125 28
116 116 26
106 108 11
109 112 23
112 106 12
121 117 18
118 113 21
149 137 29
105 106 2
108 112 27
118 116 31
128 123 31
105 102 21
119 116 23
133 114 35
124 115 22
112 113 20
111 104 23
105 99 3
120 105 4
128 113 32
143 124 55
146 121 57
140 119 52
154 127 50
156 122 59
153 127 70
163 131 70
123 101 25
103 103 29
110 107 30
114 107 26
112 110 27
112 108 21
111 106 25
123 116 38
121 116 32
129 122 42
126 121 37
115 110 26
109 109 19
126 121 29
113 102 13
147 134 56
159 142 64
128 112 27
127 118 25
146 131 36
129 124 32
121 125 38
131 126 42
130 124 30
115 114 24
126 125 33
126 123 30
120 116 25
168 156 70
153 136 56
143 128 47
154 137 57
1 90 160
0 88 160
0 86 159
2 88 161
0 86 159
0 88 160
0 88 160
0 89 160
0 91 160
0 90 160
0 90 161
1 89 161
0 90 163
0 91 162
1 92 162
0 92 159
0 91 162
0 90 163
0 92 162
0 91 164
0 94 166
0 91 164
0 94 162
0 92 165
0 92 165
0 92 165
0 92 164
0 94 164
0 94 166
2 96 168
1 95 167
0 94 166
0 96 167
1 95 167
0 96 167
2 96 166
0 97 170
2 96 166
0 95 172
0 96 172
0 96 170
0 96 170
0 98 173
0 96 172
0 98 173
0 98 173
0 98 173
1 99 172
0 101 173
1 97 173
0 100 175
0 100 172
0 100 175
0 101 173
1 98 175
0 101 173
3 101 174
1 99 174
2 103 175
2 102 177
1 103 175
0 101 175
3 105 177
0 104 177
1 101 176
1 103 177
0 104 176
2 104 178
1 105 178
3 107 180
4 104 179
1 105 178
2 106 177
5 105 183
4 104 179
3 106 181
3 107 180
4 105 183
5 107 181
1 107 181
0 107 179
4 107 182
5 106 184
7 109 183
2 109 179
4 113 182
4 111 183
2 110 183
14 110 186
3 109 183
0 110 185
2 110 182
14 110 184
6 109 186
0 112 184
6 112 186
10 112 184
15 113 186
11 112 184
10 114 187
12 114 189
2 113 185
10 114 187
3 114 186
9 116 188
14 115 187
13 115 189
6 116 191
8 116 189
20 117 186
8 116 191
14 116 190
21 118 189
20 118 189
30 116 189
18 114 190
16 118 193
22 118 192
27 117 193
36 119 195
22 120 193
16 118 192
24 120 194
14 123 192
21 122 192
29 120 191
24 120 194
29 121 196
29 121 194
30 123 193
25 124 192
26 124 195
20 120 195
22 124 198
33 124 194
35 123 195
21 121 197
30 129 197
33 124 195
35 126 196
38 124 199
31 125 195
38 127 197
42 126 198
34 126 199
42 125 201
42 124 198
44 128 200
37 130 200
45 127 201
41 129 201
45 127 200
33 130 201
40 128 200
48 128 199
44 132 204
44 128 201
51 131 202
47 131 203
38 133 201
41 132 202
52 132 203
52 132 203
47 131 201
45 133 205
47 134 201
46 135 203
52 135 205
50 134 204
54 134 205
59 136 204
59 138 204
57 134 204
54 134 203
52 136 208
51 139 203
60 137 205
62 136 207
53 137 207
58 138 207
54 137 205
51 138 207
57 139 212
56 139 209
63 137 208
62 139 211
60 140 211
63 140 208
59 142 210
60 140 211
58 141 207
56 140 210
65 142 210
64 141 211
61 141 212
64 141 209
66 143 211
66 144 208
68 142 213
59 142 212
67 144 214
63 147 211
64 145 211
66 145 212
76 146 215
77 146 213
70 145 213
67 146 213
68 147 213
73 148 215
75 145 214
70 148 214
69 150 215
74 149 214
78 149 215
79 150 216
81 148 216
75 150 215
73 151 213
75 151 213
77 152 217
80 147 215
81 150 219
78 152 215
83 155 214
84 149 213
85 153 218
85 153 216
83 151 214
87 152 218
84 153 218
86 154 219
89 154 218
89 154 218
83 157 218
83 154 216
89 154 218
90 158 219
88 156 217
90 159 218
90 158 219
91 157 218
93 159 220
89 157 218
98 159 222
96 156 219
93 159 220
93 159 220
96 160 221
98 160 221
98 160 221
95 159 220
101 161 223
97 161 222
98 163 221
102 161 221
101 161 221
101 163 224
101 163 224
98 163 221
103 163 223
105 164 222
100 165 221
104 166 227
105 164 222
104 167 221
105 164 222
104 165 219
105 168 222
108 168 222
107 168 223
106 167 224
106 169 223
103 170 225
107 169 226
108 167 227
108 167 223
110 169 225
110 171 225
114 169 225
110 170 224
114 169 225
111 171 225
117 170 224
115 172 225
115 170 224
113 173 225
117 172 226
118 173 229
116 173 228
114 174 224
118 173 227
116 174 224
121 174 228
121 177 228
122 175 227
123 176 230
115 175 225
114 176 225
119 175 226
124 178 225
124 178 225
127 177 226
126 177 224
125 176 229
123 176 226
120 178 226
123 181 227
128 180 230
131 179 227
129 181 228
126 180 226
129 180 225
124 183 227
129 179 228
130 184 228
133 181 227
129 183 230
130 180 229
131 184 226
134 182 228
135 184 227
133 184 229
135 182 228
135 184 225
137 184 228
134 185 228
133 185 225
137 186 227
140 184 229
137 184 230
136 185 226
141 184 227
141 186 228
138 187 228
142 185 227
142 187 228
142 187 228
143 188 227
143 188 229
143 187 224
144 186 226
145 189 226
145 189 226
145 189 226
144 188 223
147 189 227
150 190 226
147 190 225
147 190 225
148 190 228
146 192 228
148 191 225
149 191 229
150 189 220
152 192 228
150 191 221
152 191 224
155 189 224
155 191 225
151 192 222
152 191 222
153 192 221
154 190 222
154 193 222
155 191 223
154 194 220
153 193 219
154 191 220
155 192 221
157 192 222
158 191 222
160 194 222
158 193 221
158 192 219
158 192 219
160 191 219
159 190 218
161 192 220
157 191 216
160 192 217
158 190 215
159 191 214
160 190 214
163 190 217
164 192 214
165 193 215
164 192 214
164 192 214
163 191 212
164 190 213
164 190 215
166 193 214
166 193 214
165 191 214
166 192 215
165 191 216
165 192 213
165 191 214
164 191 212
166 190 214
167 189 210
174 195 222
153 165 165
118 115 22
125 127 18
126 125 42
109 114 24
119 122 31
131 127 38
113 112 19
125 129 35
126 129 26
138 129 34
119 116 19
120 120 24
116 122 36
106 110 26
109 114 22
119 122 35
111 116 16
114 117 12
127 124 9
105 103 2
108 113 23
114 110 13
120 117 22
120 116 25
109 106 13
119 109 24
120 114 26
105 110 16
107 105 28
114 109 28
118 105 11
132 114 32
149 124 42
122 97 31
123 101 41
142 115 34
179 142 72
166 136 76
126 109 37
127 110 40
111 108 39
93 94 18
110 103 23
114 109 28
110 103 25
115 108 27
122 116 32
121 116 22
118 122 37
129 124 40
127 119 36
113 110 13
131 124 34
111 107 16
138 130 47
154 143 63
118 115 22
129 114 31
132 126 30
117 117 19
141 130 41
131 124 33
132 128 29
128 123 42
114 116 32
129 125 28
123 119 20
147 142 42
152 142 47
156 140 52
132 123 46
0 88 156
1 90 158
0 88 158
0 87 159
0 87 159
1 89 161
0 88 160
0 88 160
0 90 161
0 89 162
2 90 162
0 89 159
1 92 162
0 90 163
0 91 164
2 90 162
0 92 162
0 91 164
0 90 161
0 94 164
1 96 164
0 92 165
0 93 163
0 94 164
0 94 168
0 94 164
1 95 167
0 94 164
1 95 167
0 94 164
1 95 169
0 94 168
0 94 168
0 94 166
0 95 169
0 97 168
0 96 172
0 96 170
0 96 170
0 97 168
0 96 170
0 98 171
1 99 170
1 98 169
0 99 169
0 100 172
1 99 172
0 99 174
0 100 172
0 100 175
0 99 174
0 99 175
0 101 173
0 100 175
0 100 175
2 100 175
1 103 177
4 102 177
5 103 176
0 102 176
0 101 175
0 103 178
1 105 178
2 102 177
1 102 174
0 104 177
0 103 176
1 105 178
1 104 179
0 105 177
0 104 177
3 105 179
2 104 178
1 104 179
0 106 178
3 106 183
5 108 177
8 106 177
3 107 180
1 107 181
1 107 181
1 107 181
2 110 183
4 108 181
6 110 181
15 109 179
12 110 183
0 108 183
5 111 185
1 112 183
4 112 185
6 110 181
6 112 186
17 110 187
4 112 187
1 113 185
10 112 184
6 112 188
1 113 189
12 115 184
19 113 187
7 115 187
13 115 189
11 115 188
13 115 187
17 114 191
6 117 189
2 114 186
15 115 191
13 115 190
9 115 189
9 115 189
15 117 191
28 115 192
26 115 195
17 118 188
23 120 191
12 121 188
27 117 193
23 119 195
23 119 193
21 119 190
19 120 192
6 119 189
24 122 197
38 120 196
27 121 195
18 120 195
30 124 196
21 122 194
35 123 195
35 122 191
29 123 193
33 121 193
39 126 197
35 123 197
11 125 198
22 126 197
37 125 199
27 123 199
35 126 199
35 126 199
33 125 198
34 126 201
39 125 198
39 126 203
49 129 202
44 126 199
39 128 198
48 127 202
45 129 201
44 127 203
36 127 200
37 128 201
46 130 200
43 130 199
42 131 201
46 129 205
43 129 202
37 131 205
46 133 204
54 131 203
51 131 202
53 131 203
50 134 206
47 131 203
42 135 204
44 136 203
47 133 206
56 135 204
52 134 207
42 135 205
49 136 205
39 137 202
50 134 206
53 136 206
60 137 207
60 137 205
57 136 203
61 137 212
50 137 206
48 139 210
58 138 211
60 139 208
59 138 207
57 140 208
52 139 208
57 140 208
61 142 208
61 140 209
60 138 210
63 140 208
62 143 209
61 142 208
60 144 208
65 143 209
62 141 210
62 142 211
70 143 211
67 144 212
69 144 211
67 146 212
69 144 212
68 147 213
75 145 214
75 146 212
69 147 213
70 145 213
70 145 213
70 148 212
79 146 214
77 148 214
74 149 214
76 147 211
80 149 218
73 148 215
75 150 215
76 149 217
75 149 214
76 149 217
80 149 216
80 151 215
77 151 216
82 151 216
88 153 217
84 153 218
82 153 215
82 153 219
83 153 215
82 153 219
82 153 219
85 155 215
88 156 217
89 154 218
91 157 217
91 156 214
87 157 219
85 157 216
89 159 218
91 157 218
92 158 218
92 158 218
91 159 220
93 159 219
93 157 219
93 159 219
94 158 220
91 159 220
93 159 220
99 161 222
95 160 218
100 160 223
100 163 217
97 161 222
98 162 223
99 164 222
103 161 224
102 163 220
98 163 221
100 165 221
98 163 221
99 164 222
102 164 225
103 164 221
105 164 222
104 164 224
103 165 224
103 165 224
102 167 223
105 164 222
103 168 224
107 168 225
105 167 224
106 168 225
107 168 225
104 169 223
108 169 223
108 169 224
111 167 224
111 171 225
110 170 224
111 171 225
114 171 226
114 171 226
115 170 226
117 170 224
114 171 226
119 171 229
117 172 226
113 173 225
120 173 227
115 175 227
115 175 225
115 176 223
118 176 226
119 174 228
119 175 226
123 177 224
123 175 225
120 176 227
123 177 224
125 177 225
123 176 226
124 178 225
121 177 226
125 178 228
126 178 228
126 178 228
129 179 228
125 179 226
127 179 226
127 181 227
128 181 225
127 181 228
127 181 225
126 180 226
135 182 228
130 180 229
131 183 230
135 182 228
130 183 225
134 182 228
132 183 230
133 184 227
133 186 228
134 183 226
136 185 228
136 185 228
136 183 227
137 184 226
139 186 228
137 185 225
137 186 227
139 186 228
139 184 225
138 188 225
143 186 229
140 188 226
137 189 226
141 186 227
144 187 230
140 188 228
140 188 228
145 187 227
146 190 225
145 189 226
145 189 224
144 190 226
145 189 228
146 188 226
148 191 225
147 192 225
146 190 225
150 190 225
150 190 226
148 191 225
149 192 226
151 192 224
149 192 224
147 192 221
149 192 227
154 190 222
155 192 221
154 190 224
152 191 224
153 192 221
153 193 219
156 191 221
156 191 219
155 192 219
156 191 221
158 193 221
158 192 220
155 192 218
156 192 218
158 194 220
157 193 217
159 191 216
160 194 219
159 189 217
158 192 217
157 191 218
160 192 215
160 190 214
160 192 215
160 190 216
161 193 216
163 190 217
161 191 215
164 190 217
165 192 213
166 190 214
160 191 212
161 192 213
165 191 214
164 190 213
166 190 214
164 192 213
164 191 212
165 189 215
163 191 212
164 186 209
169 195 220
156 166 167
126 121 30
125 124 15
130 134 49
116 121 27
118 121 32
127 127 41
121 126 26
121 127 31
118 123 21
127 125 24
119 121 20
124 121 26
120 116 25
113 114 21
115 112 7
128 120 35
126 120 24
116 116 20
123 123 11
126 115 23
112 108 21
134 119 34
118 113 19
103 107 13
115 114 24
131 122 31
111 110 18
95 97 13
115 110 29
132 126 40
110 105 21
128 110 34
159 133 58
134 108 47
137 108 48
135 110 28
172 138 66
154 130 56
101 99 16
123 116 46
127 112 43
117 104 36
104 101 22
125 111 36
123 110 32
105 103 20
116 114 29
128 121 43
118 119 26
115 114 21
123 116 25
118 113 13
127 123 34
136 124 38
133 126 45
152 134 48
129 115 27
132 123 32
115 114 21
145 129 42
141 126 33
120 114 18
115 115 19
119 115 26
114 113 21
129 124 22
144 136 37
147 140 34
164 147 55
149 139 52
123 120 41
0 85 158
0 87 159
0 88 160
0 88 158
0 89 159
1 90 160
1 90 160
1 90 160
0 90 161
0 89 162
1 89 161
0 91 161
0 90 160
0 90 163
0 91 164
2 90 162
0 92 162
2 90 162
0 91 164
1 92 162
0 95 164
1 92 163
0 93 165
0 94 164
0 94 166
0 94 164
0 94 166
0 94 164
0 94 168
0 93 165
0 94 168
0 94 166
1 95 167
1 95 165
2 96 170
0 96 165
0 95 171
0 95 169
0 96 172
0 96 170
0 96 170
0 98 171
0 98 171
1 98 169
0 100 172
1 99 172
0 98 173
0 99 174
0 100 172
0 99 174
0 100 175
0 99 174
0 100 175
0 101 173
0 100 175
2 100 175
0 100 175
1 102 174
1 101 176
0 101 173
0 102 177
1 103 177
1 103 177
1 103 177
7 105 176
2 104 178
0 103 176
1 102 180
2 104 179
0 103 178
0 106 178
1 108 178
4 106 178
4 106 181
0 105 183
0 106 178
2 108 182
2 108 182
5 107 181
0 108 181
1 108 180
0 108 181
4 107 182
3 109 183
4 108 181
0 112 183
8 110 185
12 110 185
1 111 188
4 111 183
6 108 182
8 112 183
4 112 185
15 113 186
8 110 185
4 112 187
4 117 187
6 112 188
19 109 187
24 111 182
19 116 185
12 113 191
10 113 188
21 115 189
16 114 187
15 115 190
20 113 191
14 114 189
16 114 185
1 118 188
15 115 190
25 119 193
18 116 189
30 118 190
20 118 191
7 118 189
9 116 194
18 119 191
23 119 193
28 119 192
21 119 190
20 121 193
20 121 193
19 122 191
20 118 191
27 120 198
23 121 196
16 123 195
26 122 196
25 123 196
32 123 196
35 123 197
31 124 194
26 123 194
27 124 195
30 122 195
32 124 197
